trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
736,False,"{'a': 0.5, 'e': 0.47884982641548307}",20,13,7.107155854352481,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.4783709765890676}",25,12,-84.1155080072919,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
738,False,"{'a': 0.5, 'e': 0.4778926056124785}",25,18,11.975250306340602,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.477414713006866}",25,10,10.362399023794175,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.47693729829385917}",25,0,6.882517923764204,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
741,False,"{'a': 0.5, 'e': 0.47646036099556527}",30,0,-14.973734221383665,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
742,False,"{'a': 0.5, 'e': 0.47598390063456975}",20,3,-72.35233328984995,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
743,False,"{'a': 0.5, 'e': 0.47550791673393517}",20,5,-63.561046627431935,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
744,False,"{'a': 0.5, 'e': 0.4750324088172012}",20,6,-26.5094030462483,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
745,False,"{'a': 0.5, 'e': 0.474557376408384}",25,5,-33.76960526077182,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
746,False,"{'a': 0.5, 'e': 0.47408281903197563}",25,0,-133.08447331374947,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
747,False,"{'a': 0.5, 'e': 0.47360873621294364}",25,0,0.48399713892419527,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
748,False,"{'a': 0.5, 'e': 0.4731351274767307}",25,12,-27.180119786119928,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
749,False,"{'a': 0.5, 'e': 0.472661992349254}",20,6,-1.415232319019731,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
750,False,"{'a': 0.5, 'e': 0.47218933035690475}",20,1,17.9000239104226,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.4717171410265478}",20,13,-29.75262813594464,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
752,False,"{'a': 0.5, 'e': 0.47124542388552126}",25,17,14.811099672557884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.4707741784616358}",25,0,6.379110212730042,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
754,False,"{'a': 0.5, 'e': 0.47030340428317413}",20,4,-17.315005821288537,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.46983310087889096}",25,0,-102.18740725109001,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
756,False,"{'a': 0.5, 'e': 0.46936326777801207}",25,13,-22.995811669060462,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
757,False,"{'a': 0.5, 'e': 0.46889390451023405}",25,0,-25.960932772324618,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
758,False,"{'a': 0.5, 'e': 0.4684250106057238}",20,0,31.460336069489948,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
759,False,"{'a': 0.5, 'e': 0.4679565855951181}",20,14,11.93179371521005,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.467488629009523}",30,0,-23.553479127848995,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
761,False,"{'a': 0.5, 'e': 0.46702114038051346}",25,16,19.066865561662077,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.4665541192401329}",25,8,-1.3989319648000713,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.4660875651208928}",25,7,-17.953273823727493,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.4656214775557719}",20,8,-1.8530242689810925,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.46515585607821613}",35,0,-4.184799588178767,"{0: 30, 1: 0, 2: 5, 3: 0, 4: 0}",0
766,False,"{'a': 0.5, 'e': 0.46469070022213793}",20,3,-36.794313248742576,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
767,False,"{'a': 0.5, 'e': 0.4642260095219158}",25,10,-29.19358558193771,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
768,False,"{'a': 0.5, 'e': 0.46376178351239383}",30,14,-13.630476778055147,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
769,False,"{'a': 0.5, 'e': 0.46329802172888146}",20,13,1.243051141012991,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
770,False,"{'a': 0.5, 'e': 0.46283472370715256}",25,12,-29.959500186748627,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
771,False,"{'a': 0.5, 'e': 0.46237188898344544}",20,0,-11.14347070934723,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
772,False,"{'a': 0.5, 'e': 0.461909517094462}",25,13,-7.360659813940993,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
773,False,"{'a': 0.5, 'e': 0.4614476075773675}",20,5,18.61229859026613,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.5, 'e': 0.46098615996979014}",20,0,-88.45462292081152,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
775,False,"{'a': 0.5, 'e': 0.46052517380982033}",20,12,2.613423098342464,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
776,False,"{'a': 0.5, 'e': 0.46006464863601054}",35,0,-46.67919974532905,"{0: 30, 1: 1, 2: 2, 3: 1, 4: 1}",0
777,False,"{'a': 0.5, 'e': 0.4596045839873745}",20,13,-36.38823700226919,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
778,False,"{'a': 0.5, 'e': 0.45914497940338717}",30,10,-69.3309710566368,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",1
779,False,"{'a': 0.5, 'e': 0.45868583442398375}",20,9,7.361838739518282,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.5, 'e': 0.45822714858955976}",25,6,-11.077210546303622,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
781,False,"{'a': 0.5, 'e': 0.4577689214409702}",35,0,-51.761012444844944,"{0: 27, 1: 1, 2: 6, 3: 1, 4: 0}",0
782,False,"{'a': 0.5, 'e': 0.45731115251952925}",30,19,-10.793768628024267,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
783,False,"{'a': 0.5, 'e': 0.45685384136700974}",20,6,-7.829743053172582,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
784,False,"{'a': 0.5, 'e': 0.45639698752564273}",25,0,-81.44855739604623,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
785,False,"{'a': 0.5, 'e': 0.4559405905381171}",30,17,1.8288981351838072,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.4554846499475789}",25,0,-48.40932487913136,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
787,False,"{'a': 0.5, 'e': 0.4550291652976314}",20,12,12.533862510375297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.5, 'e': 0.4545741361323337}",25,0,-131.09364148136595,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",0
789,False,"{'a': 0.5, 'e': 0.4541195619962014}",20,6,-65.80950631612757,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
790,False,"{'a': 0.5, 'e': 0.4536654424342052}",20,0,-18.019732321346236,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
791,False,"{'a': 0.5, 'e': 0.453211776991771}",25,8,26.991995699901707,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.5, 'e': 0.4527585652147792}",20,7,4.008259280375514,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
793,False,"{'a': 0.5, 'e': 0.45230580664956443}",20,0,-26.51227571534617,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
794,False,"{'a': 0.5, 'e': 0.45185350084291487}",25,0,-146.66115003942204,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
795,False,"{'a': 0.5, 'e': 0.45140164734207194}",25,11,8.670003244671378,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
796,False,"{'a': 0.5, 'e': 0.4509502456947299}",20,0,-28.544728619888183,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
797,False,"{'a': 0.5, 'e': 0.45049929544903516}",25,8,-21.194724756024332,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
798,False,"{'a': 0.5, 'e': 0.4500487961535861}",20,0,-155.6577411941545,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 3}",0
799,False,"{'a': 0.5, 'e': 0.44959874735743255}",25,15,-18.117806000098255,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
800,False,"{'a': 0.5, 'e': 0.4491491486100751}",25,0,22.25393132313506,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
801,False,"{'a': 0.5, 'e': 0.44869999946146505}",35,7,-16.046687072522655,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.4482512994620036}",20,1,-6.073274852935211,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
803,False,"{'a': 0.5, 'e': 0.4478030481625416}",25,0,-74.1239111438759,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
804,False,"{'a': 0.5, 'e': 0.447355245114379}",20,2,-73.07383227325064,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
805,False,"{'a': 0.5, 'e': 0.44690788986926466}",20,0,-37.7048222374858,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
806,False,"{'a': 0.5, 'e': 0.4464609819793954}",20,0,-4.494131883245114,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
807,False,"{'a': 0.5, 'e': 0.446014520997416}",30,7,-42.511266918701935,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
808,False,"{'a': 0.5, 'e': 0.44556850647641855}",20,0,-49.43964279180175,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
809,False,"{'a': 0.5, 'e': 0.4451229379699421}",25,16,17.677017654622635,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.5, 'e': 0.4446778150319722}",20,9,15.57226733956948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.5, 'e': 0.44423313721694024}",20,0,-37.467047799186524,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
812,False,"{'a': 0.5, 'e': 0.44378890407972327}",30,0,-53.07709264745005,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
813,False,"{'a': 0.5, 'e': 0.44334511517564357}",30,15,2.366069456512255,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
814,False,"{'a': 0.5, 'e': 0.44290177006046794}",25,8,-9.06927928920068,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
815,False,"{'a': 0.5, 'e': 0.4424588682904075}",25,1,-28.212024244632534,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 1}",1
816,False,"{'a': 0.5, 'e': 0.44201640942211706}",25,18,-28.96837333197829,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
817,False,"{'a': 0.5, 'e': 0.4415743930126949}",35,20,-24.964542275161513,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
818,False,"{'a': 0.5, 'e': 0.44113281861968223}",25,13,17.602124490247782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.5, 'e': 0.44069168580106255}",20,0,-44.47548667316546,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
820,False,"{'a': 0.5, 'e': 0.4402509941152615}",30,16,-23.987140601447365,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
821,False,"{'a': 0.5, 'e': 0.4398107431211462}",20,5,-40.51375977080339,"{0: 10, 1: 2, 2: 1, 3: 2, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.4393709323780251}",20,4,-66.2737966559902,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
823,False,"{'a': 0.5, 'e': 0.43893156144564704}",25,6,11.08191226579598,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
824,False,"{'a': 0.5, 'e': 0.4384926298842014}",20,0,-39.448023956071786,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
825,False,"{'a': 0.5, 'e': 0.4380541372543172}",25,11,-86.16138391283539,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
826,False,"{'a': 0.5, 'e': 0.4376160831170629}",25,11,-65.65510856163392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
827,False,"{'a': 0.5, 'e': 0.4371784670339458}",30,0,-24.814422209449493,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
828,False,"{'a': 0.5, 'e': 0.43674128856691186}",20,9,7.608291269802699,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
829,False,"{'a': 0.5, 'e': 0.43630454727834495}",25,13,22.174930955926914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.5, 'e': 0.4358682427310666}",20,0,26.605328364730095,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
831,False,"{'a': 0.5, 'e': 0.43543237448833555}",25,16,13.67341782077745,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.5, 'e': 0.4349969421138472}",35,0,6.849544430343137,"{0: 32, 1: 0, 2: 3, 3: 0, 4: 0}",0
833,False,"{'a': 0.5, 'e': 0.43456194517173335}",20,11,-40.30411488619435,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
834,False,"{'a': 0.5, 'e': 0.43412738322656164}",20,0,-38.12347885288606,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
835,False,"{'a': 0.5, 'e': 0.43369325584333507}",20,0,-44.39506583610408,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
836,False,"{'a': 0.5, 'e': 0.4332595625874917}",25,19,1.0081698298350994,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
837,False,"{'a': 0.5, 'e': 0.43282630302490427}",20,0,-39.570379478958074,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
838,False,"{'a': 0.5, 'e': 0.43239347672187933}",25,7,19.62055748799747,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
839,False,"{'a': 0.5, 'e': 0.4319610832451575}",20,0,-51.37058717132418,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
840,False,"{'a': 0.5, 'e': 0.4315291221619123}",25,14,11.97673114367526,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
841,False,"{'a': 0.5, 'e': 0.43109759303975037}",20,11,6.115405638737685,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.43066649544671065}",30,9,-65.88607531062804,"{0: 15, 1: 0, 2: 3, 3: 3, 4: 0}",1
843,False,"{'a': 0.5, 'e': 0.43023582895126394}",20,0,13.054929132336605,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
844,False,"{'a': 0.5, 'e': 0.42980559312231265}",25,14,13.703565600323495,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.42937578752919037}",20,12,-16.894011770522077,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.42894641174166115}",25,18,-7.41029893634214,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.4285174653299195}",20,15,9.629938338819077,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.42808894786458956}",30,12,-22.206608907716955,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.427660858916725}",25,10,-54.669976581506525,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
850,False,"{'a': 0.5, 'e': 0.42723319805780824}",25,0,-125.15868396412854,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
851,False,"{'a': 0.5, 'e': 0.4268059648597505}",30,0,25.108138404798805,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
852,False,"{'a': 0.5, 'e': 0.4263791588948907}",20,0,-37.204121627791984,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
853,False,"{'a': 0.5, 'e': 0.4259527797359958}",20,10,-17.64402689384492,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.4255268269562598}",25,0,-103.07899742546307,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
855,False,"{'a': 0.5, 'e': 0.4251013001293035}",25,15,6.0371909361284395,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.42467619882917423}",25,16,19.25860664530486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.4242515226303451}",30,0,-23.418224787448604,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",1
858,False,"{'a': 0.5, 'e': 0.42382727110771473}",35,17,12.131432042499878,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.423403443836607}",25,0,6.550534248461585,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
860,False,"{'a': 0.5, 'e': 0.42298004039277043}",25,0,-42.14049399712083,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
861,False,"{'a': 0.5, 'e': 0.4225570603523776}",25,0,-75.64839389519575,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 2}",0
862,False,"{'a': 0.5, 'e': 0.4221345032920253}",20,10,20.09033142522679,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.42171236878873325}",25,10,-22.226619919793528,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.4212906564199445}",20,2,27.773020937601835,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.42086936576352457}",25,0,-60.59197454257443,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
866,False,"{'a': 0.5, 'e': 0.42044849639776105}",20,0,10.216921183361276,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
867,False,"{'a': 0.5, 'e': 0.4200280479013633}",25,0,-1.3862669397245744,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
868,False,"{'a': 0.5, 'e': 0.4196080198534619}",20,13,-5.0367926060762604,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.41918841183360844}",20,16,10.329489484848594,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.4187692234217748}",20,0,-50.46260952016998,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
871,False,"{'a': 0.5, 'e': 0.41835045419835304}",35,21,16.900829391064693,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.41793210374415474}",30,14,-6.262887523863208,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.41751417164041055}",25,13,-16.32279118044496,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.4170966574687701}",30,10,7.736036962299915,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.41667956081130136}",25,5,9.09751214603431,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.41626288125049005}",20,12,16.33677811202972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.4158466183692396}",20,0,-62.79617294080988,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
878,False,"{'a': 0.5, 'e': 0.41543077175087034}",25,11,12.773142414225115,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.41501534097911946}",20,8,-30.69830234887804,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.41460032563814037}",25,0,-17.519162399480287,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
881,False,"{'a': 0.5, 'e': 0.4141857253125022}",25,3,0.9339132015777993,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.4137715395871897}",25,2,1.157238811809234,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
883,False,"{'a': 0.5, 'e': 0.4133577680476025}",30,0,-38.054952537881775,"{0: 25, 1: 0, 2: 3, 3: 2, 4: 0}",0
884,False,"{'a': 0.5, 'e': 0.4129444102795549}",20,0,-58.0226122697781,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
885,False,"{'a': 0.5, 'e': 0.41253146586927536}",20,0,-106.0995043465018,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
886,False,"{'a': 0.5, 'e': 0.4121189344034061}",30,10,-63.6068045574549,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
887,False,"{'a': 0.5, 'e': 0.4117068154690027}",25,7,-30.76710394455693,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.4112951086535337}",20,12,-42.64453168246964,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 1}",1
889,False,"{'a': 0.5, 'e': 0.4108838135448801}",25,11,1.7441072970156721,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.41047292973133526}",20,11,-1.5066318159663616,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.4100624568016039}",20,0,-25.85798705892727,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
892,False,"{'a': 0.5, 'e': 0.40965239434480233}",20,0,-13.96601278484625,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
893,False,"{'a': 0.5, 'e': 0.4092427419504575}",30,16,17.88120496990655,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.40883349920850703}",25,6,-37.5429937261496,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
895,False,"{'a': 0.5, 'e': 0.40842466570929853}",25,4,-26.643947355919327,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.40801624104358925}",25,17,16.130922287930506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.40760822480254566}",20,8,-26.445717909065678,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.4072006165777431}",20,0,-60.08274436457205,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
899,False,"{'a': 0.5, 'e': 0.40679341596116536}",20,15,8.415498900353635,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.4063866225452042}",30,6,-74.72964543351884,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 2}",1
901,False,"{'a': 0.5, 'e': 0.405980235922659}",25,0,-38.622871566092435,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
902,False,"{'a': 0.5, 'e': 0.40557425568673633}",30,19,-32.10701613111757,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
903,False,"{'a': 0.5, 'e': 0.4051686814310496}",25,0,1.0389744186065446,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
904,False,"{'a': 0.5, 'e': 0.4047635127496186}",20,9,5.376832058432946,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.40435874923686893}",20,10,-4.281647110591062,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.40395439048763204}",30,18,22.41911698074448,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.4035504360971444}",20,0,-126.77229707013453,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
908,False,"{'a': 0.5, 'e': 0.4031468856610473}",25,11,-42.74285330180184,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
909,False,"{'a': 0.5, 'e': 0.4027437387753862}",20,11,16.36015844478711,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.40234099503661086}",25,3,-44.28046954973098,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.40193865404157425}",25,14,-3.6639462533760763,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.40153671538753266}",25,16,-22.947814589075207,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.40113517867214515}",30,20,13.588042972478618,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.40073404349347297}",20,8,22.93251184177833,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.4003333094499795}",20,0,-3.8081023485576155,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
916,False,"{'a': 0.5, 'e': 0.39993297614052953}",25,0,-76.54303289805819,"{0: 20, 1: 1, 2: 0, 3: 3, 4: 1}",0
917,False,"{'a': 0.5, 'e': 0.399533043164389}",20,16,5.279966948299041,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.3991335101212246}",25,10,17.714617577828623,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.3987343766111034}",35,17,-25.36093185205692,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
